id,text,review
940,"Returned for another meal and the overall experience was excellent. Only negative was that the braised leak appetizer is now somewhat drenched in cheese.. Feels a bit ""pizza hut"".",Very good
9294,"This place defies being stuck in a single category. Their menu is a bit eclectic and my only regret is not getting to try more of it.

This place was right around the corner from my hotel on a recent business trip. We liked it so much, we ate here a couple of times. I'm sorry Alex P. felt that he was getting attitude. One of my coworkers asked if he could have the daily special from the previous day because he had liked it so much. They told him it wouldn't be a problem and fixed it right up for him. The food was good and reasonably priced. I was there in April and enjoyed getting to sit outside on their patio and enjoy the awesome weather.",Very good
5723,"I'm not gonna lie, I possibly had the best sunny side up eggs ever. 
A simple dish so rarely cooked perfectly.",Excellent
6190,"Velvet wallpaper adorn the dimly lit  walls here, and make you feel like Dean Martin might sit at the table next to you. Old school, in the classic sense. I used to work across the street from here, and would stop in from time to time for a great happy hour, occasional employee lunch for my staff or a special occasion dinner from time to time. Being from New England, it says a lot when I admit that they have the best Oysters Rockefeller I have ever had. Ever. The steaks are just wonderful, and the martinis perfectly poured. But you know what secret thing I ADORE about this place (besides the back entrance through the kitchen)? The bread. Warm white rolls smothered in a garlicky-leek chutney of some sort. For all those times your Mom told you not to fill up on bread, just disregard. She never had this bread. While I think you should always splurge here for a fantastic dinner, the real bargains are lunch and Happy Hour.",Very good
1640,"My van broke down and I needed a tow real fast because I had my kids with me in the heat. I looked up towing on my phone and just happened to pick Leyva's. I am so glad I did. I spoke with Chris and he was very nice and helpful. The driver was there within 20 minutes and was also so, so nice to me and my kids. He was very clean and professional and courteous.  The whole experience was better than I have every had with a towing company. I keep their card in my wallet now and gladly refer them.",Excellent
5439,"Okay, it's a nice place but I'm not sure I would drive out of my way to go here. I was in town on business staying nearby and thought I'd give them a try. The food was good, but not great. The shredded beef taco was typical and the shredded pork burrito tasted more like beef. The red chili sauce had an okay flavor but the heat level seemed to simply over power everything (and I like hot). The restaurant is very nice inside, very upscale. I guess if you wanted to spend alot for a Mexican dinner in a very nice setting this would be the place. Service was so so, maybe it was because I was a party of one. Whatever the reason, it wasn't a happening thing. Hey, at least the salsa was tasty.",Good
6690,"Only went to the downstairs bar, but cannot wait to return!  Very cool with the rock and copper features and leather couches.  We sat at the bar and were served drinks that you pour yourself.  Is this a new trend?  He gave us little glass bottles of tonic and coke with little spoons to stir our drinks with.  Those little spoons were so cute I was almost tempted to put them in my purse.  If another couple hadn't been hogging the fireplace the whole time, we would have sat there.  Maybe next time.  We'll try to food too.",Very good
1868,"Canteen is my new favorite happy hour spot. You can get two orders of wonderful pork and habanero tacos, two orders of their tender ribs, an order of quite good chips and guacamole and a couple of margaritas for around twenty bucks, it's amazing. Add in the cool atmosphere and HUGE selection of tequilas(all half off during happy hour) and you have a recipe for success. Canteen is a very welcome addition to Mill Ave, and while it can get very loud, you simply cannot go wrong during happy hour.",Very good
2692,"The only thing that this Krispy Kreme location has going for it is convenient location and a drive through. You will not see any dough-nuts being made here which is sort of part of what the Krispy Kreme experience should be. Seeing them being made; ordering them as they come out so they are still warm for your first bite.

Now then let's consider this review then as if this was a regular dough-nut shop and it also does not stand up. The mom-and-pop  shop I have closer to me makes better tasting ones, but it is probably because they make them right then and there.

I am assuming that they are hauling the ones they do sell here from a different location or a centralized place where they make them, which completely explains why the glazes, etc. taste as if they have been sitting for a while. They are still ok dough-nuts.

The other thing that this place lacks is in the coffee. I ordered a coffee and the person had one of those Super-sized Shamrock farms half-and-half containers and asked us if I'd like some in my coffee and to tell her when to stop. I am sorry but, who puts anything on their coffee without even tasting it first. Not me that's for sure. Worst experience getting coffee here.

Bottom line: The dough-nuts here will not be what you would expect from Krispy Kreme and forget about ordering coffee that will be to your liking.",Bad
1891,"I totally love this place. It reminds me of the old school hardcore Chinese restaurant my parents used to take us when we were kids :D 

The decor is amazing- unlike more Chinese places in Phoenix. The walls are a teal blue, adorned with large carved pieces of artwork depicting scenes in China, golden dragons and more. The lights hanging from the ceiling are amazingly ornate. The place looks like its from a bygone era (doesn't help that its in a run down strip mall) but it is clean and charming inside.

The service was great- kind to our 2 yo, and very attentive. The food was the best part- I can't remember the last time I had such good Chinese food, and it's priced very reasonably. We got the Peking dinner for 2 which included the fried noodles, hot tea, wonton soup (with generous noodles, meat, shrimp and veggies, the best I've ever had), a pupu platter with eggrolls, bbq skewers, house wings and those cheese puff thingies (the presentation is pretty cool, too). Next came 3 entree sized plates of food: mongolian beef, fried chicken (can't remember the name) and the Peking fried rice. The meal concluded with incredible little desserts- sort of like eggrolls but filled with banana and then covered with crystalized honey. I could have eaten 100 of them! Adding in a beverage and tax, the meal was only $34! 

My 2 yo can really eat, so I am surprised and pleased to say that even with sharing the dinner for 2 people with him, the 3 of us walked out with lots of leftovers. Highly recommended. Do it! DO IT!",Excellent
189,"I loved this little slice of heaven.  Reasonable prices, tiny dining room, very personal service.  Pablo was laid back, but with only 4 couples in the small establishment, he did a great job of making sure we were taken care of.",Excellent
2204,"In a word: Kitsch.

This 50's palace of pink serves up a number of ice cream dishes, including favorites such as banana splits and brownie sundaes as well as build your own creations.  The ice cream itself was underwhelming, I was expecting a homemade recipe, but was a little surprised when I saw tubs of Dreyers being brought into the front dining room.

Given it's location in Old Town Scottsdale, a venerable dumping ground of knick knacks galore, Sugar Bowl was exactly what I expected in terms of decor and atmosphere, kitsch, kitsch and more kitsch.

Where is Gelateria Parmalat when you need it?",Bad
5043,"It was a very lovely place. I had read the reviews before arriving and had read that the place looked dated, but it looked very nice to me. I've been to several hilton family hotels since my hubby is a diamond member and this is one of the better places we've been to.

The only thing that was sorta a deal breaker was that it wasn't near downtown.",Excellent
6844,"As I revealed in a previous review, my family loves InnSuites. This location is nestled in the Squaw Peak Mountain Preserve, close to the prestigious Biltmore area, and offers easy access to downtown Phoenix, Scottsdale and the Camelback corporate corridor. 

InnSuites offers comfotable, clean rooms for a very rasonable price. And as with all of the InnSuites locations, the Northern location includes amenities such as free social hour and free hot breakfast with eggs, potatoes, waffles, toast, cereal, yogurt, fruit, coffee, milk & juices. There isn't really much within walking distance at this location, so either plan to hang around the pool a lot or you'll need to have a car.",Very good
9969,"Leah, the trainer, at Dog House Training Academy is great. She's friendly, knowledgable, and makes herself available via e-mail or phone should you have any questions. Her knowledge on dogs is extensive, and even though you're just paying for the class, she'll gladly offer up advice on any issues you may be having with your dog. The classes seemed simple enough to me, but there was a client in my class that just wasn't picking it up at all and blatantly disregarding her techniques. I was impressed with how Leah handled the situation and the customer. She's very thorough, and always explains why she does things the way she does, and why it works. So there are no questions, and it's always made perfect sense to me. With the quality of service, and the knowledge that you get to tap into while you're training with Leah, you just can't find a better deal out there. Her rates are competitive, and she offers referral discounts too.",Excellent
2441,If you like a juicy sub and you don't mind onions... Ask for your sub to be made Mike's way! It's excellent.,Very good
9111,"It saddens me to say that this isn't the worst Mexican restaurant we've eaten at, that's on Oahu near Waikiki beach, but it's close. 

 Damn it we had to drive by Arriba's to get to this place. 

  I had a chimichanga that was a little anemic, though what there was of the filling was ok,  beans  tasteless, rice looked the part but as spicy as your average UK meal involving boiled meat and root vegetables.

 Erin's Fajita salad was similarly lack luster  with  all the appearance of being tasty yet   bland chicken. Usually, unless there's an attempt at ""chefing"" as opposed to cooking  I'll order a basic dish ( I don't shoot the chef though  and trust me these guys are safe from Agent Sands , very safe)  for the first time out  and if the beans/rice suck.. no return.

Overall It feels like aliens, space ones, are running the place and they learned cooking from pictures.  It's certainly a mistake we won't be repeating.",Very bad
1718,"I've lived at Mark Taylor properties for about five or six years now and I have to say, they have declined greatly in the last few years.  When I first started living at my first MT property, the front office staff took the time to get to know you, knew you by name, kept abreast of any ongoing issues and were proactive about things.  

Now, they really seem to be nothing more than shills for what Mark Taylor has become, reacting to issues only when implored to do so.  Rent constantly goes up, even for those of us that have shown property loyalty years over.  Additional ""fees"" are even being added on for services that you may or may not even use -- either way you have to pay.  

The only reason that I didn't give them one star is because of the maintenance staff.  They are what the front office staff used to be.  Friendly, polite and very responsive to your problems.  They, in fact, have a pretty similar opinion of the ""front office"" folks as I do.  That is pretty telling.",Bad
7337,I hate Thai food and I'm not a huge fan of curry but this place has changed my mind. Very reasonably priced and always a great option at lunch because they handle the traffic very well. Not only am I back on the Thai bandwagon but my favorite dish is the green curry seafood.,Very good
4947,"Someone asked the question in the Yelp talk threads where the best place was for fried things, like french fries and onion rings.  Several people said Ted's had great onion rings......so off I went!  

I expected a smaller place but I was pleasantly suprised when I pulled up to a medium sized store.  I was greated with a smile and asked what I would like.  It was a Sunday afternoon so they were not very busy.  I liked the fact that you tell them what you want and they toss it on the grill right in front of you.  Everything is freshly cooked.  They did the same with the onion rings and french fries too.  Everything was fresh and hot.  My daughter had her favorite....a hot dog, which she loved, and fries which were fresh and crisp.  I had a burger and onion rings.  Yes, the onion rings were delicious!  The batter was great and the onions were a little on the sweet side.  My burger was cooked to perfection.  

This is another great little place we will go back to.  It's also sort of near my work so maybe I'll get out one day and go here for lunch.  Thanks Ted's and Yelpers!",Very good
2328,"I was blown away at the sheer NUMBER of books and magazines. Then when I looked at the prices- that was even better. There were books I found that were brand new and had no markings or tears, and they were still at half-price! Not to mention, if you're nerdy like me it has the 'old book' smell throughout the store. Reminds me of a rainy day in the library. My only complaint is the grumpy employees.. I get it- your job might be boring, but at least smile and return the ""hello"". As for their product knowledge, where everything is located, etc... I cannot complain. I will be back again and again. Let's just say books are an addiction of mine, and I don't want help quitting.",Very good
9612,"I have memories that make my mouth water.  My mother calls me everytime she passes through Phoenix to ask me where this place is.  She tells her friends in Los Angeles to come here if they have business or family trips to Phoenix.  They all rave after their experience.  

The fry bread house is as authentic as it gets.  Indian tacos, fry bread with sugar, and oh my god--the red chili stew.  I think I just drooled a little on my keyboard.  

The place does get a little cramped during meal times, but we used to take ours to go and sit in the park after a bike ride down Central and picnic away and then do our best to ride it off afterwards so we weren't wallowing in the guilt of our deep fried pleasures.  

Make sure they are open before you make the trek, they have funky hours.",Excellent
2751,"Right down the street from Four Peaks, this liquor store rests in an unassuming strip mall. Nothing notable or special about the outside. You would have no idea that there is such a wonderful beer selection inside.

The inside has about 1/3 of the store devoted to individual (mostly) bomber bottles of beer first organized by country and in the case of the US by state. A wide variety of several hundred varieties. The staff was helpful and knowledgable about their inventory and quizzed me about the beers I was buying at the register. OK I was a little annoyed about the quiz but at least they knew what they were talking about. The place has several beers in coolers along the walls as well.

The prices were reasonable and probably a little cheaper than other regional stores. I would recommend this little diamond in the rough for people in Tempe looking to bulk up their drinking resumes.",Very good
2890,I do not eat fast food.  i do eat at in-n-out.  mmmm double double animal style,Very good
7575,"With a few hours past and a few tasks accomplished the next stop of my day would be at Pane Bianco - the sandwich shop from the Valley's most celebrated Chef, Chris Bianco.  Having made my pilgrimage to the eponymous pizzeria during my first trip to Phoenix, Pane had been on my radar since the day I moved to town but given the lunch-only hours and my office location in North Scottsdale I knew a weekend would be best and as luck would have it a new website (http://www.pizzeriabianco.com/) and seven day 11a-3p schedule had been rolled out just the week prior.

Arriving at the surprisingly large space (especially when compared to Matt's and JoBot from earlier that day - and compared to Pizzeria Bianco as well) shortly after 11:30 and allocating parking in the free lot juxtaposing the Light Rail I debated for a moment whether dine-in or to-go was best and opting for the former made my way into the restaurant where two couples already sat.  Greeted by one of two servers it was suggested I could take ""any seat I wanted"" and opting for a bench in the center of the room where a menu awaited I sat down to browse the menu as well as the daily specials listed on the chalkboard - almost all sounding appealing, but a bit different than the Saturday special listed on the website.  With a small list of beverages available I was asked soon if I was ready to order or if I needed a few minutes I deferred and requested a glass of water that would never reach even half-empty despite me drinking from it consistently and the restaurant soon filling to capacity.

Having debated the specials but eventually undeterred from the reason I'd come in the first place I soon placed my order for a sandwich and an 'appetizer' which I was told would be 'just a few minutes' and as while I waited I checked out the small market at the Take Away section featuring the famous focaccia, cans of tomatoes, dried pasta, and apparel before returning to my seat where my items would arrive shortly - the first a Manchego and Tomato Sauce Focaccia del Giorno featuring Bianco's delectable wood fired focaccia in all of its spongy glory topped with sweet, ripe tomatoes and an ample layer of briny Manchego; at $4.50 probably the most expensive ""Grandma Slice"" I've ever had yet at the same time also probably the best...or at least on par with that at DiFara in Brooklyn for best of its genre.

Moving next to the original target of my desire, a sandwich of Bianco's House Made Mozzarella, Tomatoes, and Basil on Wood Fired Focaccia my first thought was ""wow - that is a lot of cheese"" while my second, after a bite, was ""wow - that is a lot of flavor.""  Perhaps as pure of a sandwich as you can find and the result of exquisite ingredients on top quality bread there is really nothing 'special' about the composition of this sandwich aside from the fact that it simply works - a largely unmanipulated masterpiece only improved by a touch of sea salt and cracked black pepper.

Largely unaware on entering that Pane serves dessert it was with much delight that I realized soon after sitting down that three options were available that day and while the flourless chocolate cake I saw emerge from the kitchen to the table next to me looked quite nice there was simply no way I was passing up the Organic Vanilla Bean Rice Pudding with Candied Pecans - another simplistic stunner with creamy Arborio rice imbued with a rich vanilla custard flicked with whole vanilla beans and a few pecans for crunch.  Delicate and smooth, flavorful without being overly sweet, and *almost* thick enough to stand a spoon up straight it was not quite the best rice pudding I've ever had - but a top five contender without a shadow of a doubt - a reason in and of itself to return to Pane Bianco...though to be fair, if I returned it would take pretty spectacular daily specials to prevent me from ordering the exact same trio of items once again.  With Chris and his team now two for two it is only a matter of time before I make my way to Italian Restaurant... and honestly, that time is likely measured in hours and days as opposed to weeks and months.",Excellent
6348,"I am new to the Phoenix area and was in the mood for someone else to cook my breakfast for a change and stumbled across all these rave reviews of Matt's on yelp. Normally I find that the yelp reviews are just about spot on and very honest. This is my first case of the contrary. I don't know what hole in the wall ""amazing"" breakfast joint these reviews were for, but I must have been at the wrong place.........

Don't get me wrong this place is reasonably priced for your basic breakfast, but that is about it. I gave them an extra star for using ""local"" ingredients. This place is below Waffle House and the like on my list. 

The hash browns were more like a chopped potato omelet that needed a few more minuets, I.E. raw mashed potato in the middle. They take ""over easy"" a little too serious also. If there were such a thing as egg tar tar, that's what was on my plate. If you have ever had eggs like this, the ones that can't even be eaten with a fork, then you know my pain. I will say my pork chop was good, but who can screw up a pork chop? The bread was good, nice thick cut slices of what looked to be locally baked loafs. The preserve that came with said toast was okay too, but it got snatched away before I could finish. 

All in all, this place is good for the sheep that need to eat downtown, but lacks anything for a reason to return or recommend it to anyone. If you are in the area and thinking of eating here, try somewhere else. I didn't have to wait in line like many on yelp have stated, and I'm sure glad I didn't for that lack of quality. There are many other options in the area, give someone else a shot that's not banking on you eating there because they were on T.V.................",Bad
8470,"Inexpensive for the early bird special.  $5.55 for the combination plates that include egg roll, soup, rice, and your selection.  If the food only had more seasoning or flavor?  It was very bland and flavorless.  I usually do not use soy sauce, but needed to use it to add something to my dish.  

Neat features: Koi pond inside with a bridge over it.",Good
7056,"This place was horrible! I will never go back it was over priced and the best thing I ate was the corn bread you get  before the meal.  I had the chorizo stuffed tenderlion it was like chewing on a piece of rubber stuffed with soy. My girl freind had  flavorless tacos with stale corn tortillas. three  words it sucked, sucked, sucked!",Very bad
4719,"""We wanted to take you out for your last dinner...so we got to thinking 'what place has specials on a Tuesday?'..and I remembered Chompie's has a special..AND A FOOD CHALLENGE.""

And THAT is how I ended up at Chompie's on a Tuesday.  They were featured on TV (I think it's Man Vs. Food, but I'm not sure) bc of this food challenge of theirs.  On Tuesdays, they have a special - AYCE Jewish sliders & fries with the purchase of a beverage for $11.95.  (Keep in mind, a plate of 3 Jewish sliders + fries is $11.95.)

I was told the specialties here are sliders.  The sliders themselves are a decent size (I'd say maybe it's the same size as the tiny McD's burgers, but taller?).  Jewish sliders have potato cakes in them; Western sliders don't; breakfast sliders are something completely different.

Everything we ordered was ehhhh (befitting of a ""meh, I've experienced better"" rating).  Two things that did impress me, however, were:

1. They place pickles on the table right when you sit down!  I'm not a pickle girl myself, but it's a nice gesture.
2. Everyone here is so FRIENDLY (I mean genuinely friendly!!).  Idk, I think most Arizonians in general are friendlier than the Californians I encounter on a daily basis hahahhaa.  And our waitress went out of her way to split 5 checks for our party of 7...that was pretty cool of her.

I'm glad I went here for the experience, but I wouldn't come back again.  Lesson learned: Don't trust a bunch of post-gym, hungry, non-Yelping boys to pick a dinner spot ;)",Bad
3901,"So, going on Christmas, always a risk. There was a wait and 2 parties in front of my group left. There we people waiting for their pick up order for over 20 minutes. But when we asked how long it would be until we got sat and would have our food we were told 15 minutes. He was true to his word on that.  

The food was good. The egg rolls were awesome. We didn't really have a waiter tending to us, but that was ok. the bus person got us more water when we asked. I would probably go here again if I was in the area, but I would just as soon have the Panda.",Good
6282,"A no frills hole in the wall hamburger joint.  The burger is cooked to order, delicious, and the perfect mix of juicy and slightly greasy so you know you're eating the real deal.  The fixin' bar is an interesting concept which I like since I can pile on as many goodies as I like.  The bar gets a little messy at times, but eh, who cares.

The burgers are not the cheapest, but then again if you wanted cheap you'd go to a dollar menu, no?  Its worth the line, and fighting some of the students from across the street (Phoenix College) for a bite at Hamburger Works!",Good
3624,"This place it hit or miss for me. I have always ordered the feta gyro and either fries or a small Greek salad. Why is the soda machine always broken? Makes me wonder what else is broken and not fixed in the kitchen. I ate here for the 5th or 6th time on Thursday. The gyro is excellent, but the fries were overcooked and the oil didn't seem very fresh, as the fries had a brownish, oil soaked feel. I will return for the gyro, but I may skip the fries and stick to the salad.",Good
3907,"When Tempe Market place was being put together...I though WOW a swanky place where college kids and laid back adults could get together and enjoy themselves.  Cadillac Ranch was being built...and the hype was hot enough to make you buy a meal ahead of time.  Read the reviews but thought...what they hey lets try it out.  And now I see why it has two stars...should have listened to the other yelpers -_-... went there is Good ole' Rada, thought it would be nice to enjoy the day outside.  Nearly Drowned by the ample amount of misters.  Thought to self...hmm well at least the food should be good.  Ordered the sliders meal... maybe they were scarce on meat, but the slider patties were the size of silver dollars, tasty but small.  Yes the service was slow; my glass was getting refilled faster by the misters than the actual waiter. It gets two stars in my book for the service and the overall experience (for lunch that is). you get what you pay for..and for 11 bucks, a couple barbie sized patties in human size buns, a not so 'AHH' diet coke, and 5 oz of wine (and that's on the 2.00 happy hour deal) ... kind of seems appropriate. 
 I recommend this if you are stuck hanging around Tempe Market place and you have just a few bucks and feel like getting close to full...
and now I think that Tempe Market place took Mill Ave's charm...and they need to step up to compensate killing a once adorned chill out spot for ASU and Tempe.  Shopping is good...we could deff replace CR for perhaps Sakana? Who knows...
Bye for now!",Bad
4800,"I cannot say enough about how much I LOVE We Care Family Wellness Center! I refer everyone I know to them. Dr. Ross, Cheryl, and everyone on staff are truly wonderful. They genuinely care about you as a person and always make you feel like you are the only patient on the planet whenever they are with you. They are never rushed and will take all the time in the world to listen to you and figure out what's going on with you. After having seen more doctors than I care to remember, I feel so blessed that I have found such amazing healthcare providers!",Excellent
524,"Coworker and I met for lunch this afternoon.  Restaurant was understandably busy and there was a delay in the delivery of our food.

When my pear omelet with potatoes arrived, it brought mixed reactions. The omelet itself was served hot, and loaded with bacon and cheese.  The potatoes served alongside were STILL FROZEN in the middle.   We were unable to catch the attention of the hectic servers to get this corrected. When I brought my plate to the bartender, he poked the potatoes with his fingers, and then asked me if it would be OK if he kept the same omelet, but ""throw some fresh potatoes"" on the plate.  The server said that, if the kitchen had to remake the omelet, there could be a long delay. 

I could only respond with a shrug. He left and went to the kitchen with my plate. Several other people touched and poked the plate and potatoes before replacing them.  He then brought the plate back to me at the bar, and not my table. 

End result - good omelet, mediocre potatoes, below-poor service and follow-up.",Bad
3860,"Rinaldi's Italian Deli is a very good place for lunch if your in this area and looking for something a little lighter than a burger and fries.  They are conveniently located near the corner on Deer Valley and 19th ave, next to Dunkin Donuts.  They are open for breakfast, lunch and an early dinner.  

I recommend going during breakfast or lunch if your interested in their ""Specials of the Day"" that are on their hot plates. These items don't look too appetizing if you go by in the late afternoon or evening. 

They offer homemade soups and fresh cut salads loaded with just about anything you could imagine.  They have a small selection of homemade pasta salads as well.  

I had their pastrami on rye with their spicey, nazzle opening, and horse radishy dressing.  The pastrami was very good but had to be heated in a micro-wave. My sandwich was assembled very well so props to the girl behind the counter!  Their Italian pasta salad was excellent. Their Cob salad was also very good, nothing fancy but a good balance of veggies, bacon, egg, tomato, blue cheese, avocado with grilled chicken.

Not one of the better deli's in Phoenix but loads better than any chain deli!  It's a nice alternative to burgers and fries.",Good
